lib_id	norRNA_reads
20YZBMKW3447	5248504
20WHYW0568	8936970
20WHYW0569	7850269
20YZCYBGKW3403	1599079
20YZCYBGKW3402	3451808
20YZCYBGKW3405	1206552
20YZCYBGKW3404	1865340
20YZCYBGKW3406	2256527
20YZBMKW3448	7134140
20YZCYBGKW3407	1975655
20YZCYBGSDH3409	1545441
20YZCYBGSDH3408	3142106
20YZCYBGSDH3411	1616205
20YZCYBGSDH3410	2188219
20YZCYBGSDH3412	1618509
20YZCYBGSDH3413	1643588
20YZCYXJKW3420	3656464
20YZCYXJKW3423	4046766
20YZCYXJKW3421	4613302
20YZCYXJKW3422	4163197
20YZCYXJKW3424	3139763
20YZCYXJSDH3414	3404611
20YZCYXJSDH3415	3397439
20YZCYXJKW3425	4607308
20YZCYXJSDH3417	2505952
20YZCYXJSDH3416	5127858
20YZCYXJSDH3418	3289674
20YZCYZLKW3426	2780970
20YZCYXJSDH3419	4602027
20YZCYZLKW3427	2835735
20YZCYZLKW3428	2855121
20YZCYZLKW3430	2701827
20YZCYZLKW3429	4261407
20YZCYZLKW3431	3621063
20YZDGAW3378	5163373
20YZDGAW3379	4537947
20YZDGAW3380	4192907
20YZDGAW3381	3884301
20YZDGAW3383	2804924
20YZLK1KW3320	1865738
20YZDGAW3382	3941109
20YZLK1KW3319	2972443
20YZLK1KW3321	3109941
20YZLK2AW3324	5609631
20YZLK2AW3325	4728707
20YZLK2AW3322	7316004
20YZLK2AW3323	8881085
20YZLK2AW3326	4535187
20YZLK3YW3329	4302173
20YZLK3YW3330	4001016
20YZLK2AW3328	3954740
20YZLK3YW3332	3274796
20YZLK3YW3331	5010760
20YZLK2AW3327	4906221
20YZLK4AW3340	6064938
20YZLK4AW3341	2502107
20YZLK4AW3342	2532356
20YZLK4AW3339	5494293
20YZLK4AW3343	2930225
20YZLK4AW3345	5845193
20YZLK4KW3334	2091902
20YZLK4AW3344	8256150
20YZLK4KW3335	3185111
20YZLK4KW3337	2550788
20YZLK4KW3338	3443656
20YZLK5SR3347	1561184
20YZLK4KW3336	7858617
20YZLK5SR3346	4784321
20YZLK5SR3349	2327343
20YZLK5SR3348	5109189
20YZLK5SR3351	3213854
20YZLK5SR3350	6186920
20YZLK4KW3333	24511889
20YZLK6SR3352	4833584
20YZLK7AW3361	2852358
20YZLK7AW3360	4115363
20YZLK7AW3359	4755183
20YZLK7AW3362	4733246
20YZLK7AW3363	4318502
20YZLK7KW3353	3757152
20YZLK7KW3354	3827272
20YZLK7KW3356	3862610
20YZLK7KW3355	4615918
20YZLK7KW3357	4563756
20YZLK7KW3358	3784163
20YZLK7KW3366	2934059
20YZLK7KW3367	3989466
20YZLK7KW3365	4640100
20YZLK7KW3364	5797705
20YZLK7KW3368	4557204
20YZLK7KW3371	3526863
20YZLK7KW3369	4098974
20YZLK7KW3370	6146683
20YZLK7KW3372	5027652
20YZLK7KW3374	5419534
20YZLK7KW3373	5100563
20YZLK7KW3375	3991410
20YZLK7KW3376	4527539
20YZLL1KW3450	1548279
20YZLK7KW3377	5314154
20YZLL1KW3449	5446908
20YZLL1KW3451	4796027
20YZLL1KW3452	4453791
20YZLL1KW3454	3966659
20YZLL1KW3453	5506047
20YZLL1KW3456	3020102
20YZLL1KW3455	4002242
20YZLL1KW3457	3706761
20YZLL1KW3458	3567831
20YZLL1KW3460	4273294
20YZLL1KW3459	4374166
20YZLL2BM3462	3087607
20YZLL1KW3461	5466152
20YZLL2BM3463	4232816
20YZLL2BM3464	3732962
20YZLL2BM3465	5261622
20YZLL2BM3466	6204116
20YZLL2BM3467	3978360
20YZPLZBM3442	2959257
20YZPLZBM3441	5468213
20YZPLZBM3444	3914721
20YZPLZBM3443	3984350
20YZPLZBM3445	2889961
20YZPLZBM3446	3066959
20YZPLZKW3433	2597798
20YZPLZKW3435	2437152
20YZPLZKW3436	2292720
20YZPLZKW3434	3713869
20YZPLZKW3437	2293712
20YZPLZKW3438	2395510
20YZPLZKW3439	4627508
20YZPLZKW3440	5625212
20YZXCYKW3390	5269871
20YZXCYKW3391	5422567
20YZXCYKW3393	3247122
20YZXCYKW3394	3480932
20YZXCYKW3392	4729450
20YZXCYKW3395	5035704
20YZXCYYW3397	4006518
20YZXCYYW3398	4332558
20YZXCYYW3396	6122416
20YZXCYYW3399	3860017
20YZXCYYW3400	4275492
20YZXCYYW3401	4948754
20YZZGSR3384	7354515
20YZZGSR3385	6858507
20YZZGSR3387	5492621
20YZZGSR3386	6335797
20ZJBM0282	3356456
20YZZGSR3388	5277320
20YZZGSR3389	6161781
20ZJKW0252	6366031
20ZJKW0253	4605065
20ZJKW0254	5065695
20ZJKW0255	5217749
20ZJKW0256	6807196
20ZJKW0259	6293636
20ZJKW0257	7237699
20ZJKW0258	7777550
20ZJKW0260	5090606
20ZJSDH0264	2560537
20ZJKW0261	4783389
20ZJSDH0266	3220854
20ZJSDH0262	5827289
20ZJSDH0263	6407461
20ZJSDH0265	7588058
20ZJSDH0268	2411917
20ZJSDH0267	5280808
20ZJSDH0270	3233570
20ZJSDH0269	5125292
20ZJSR0272	5508290
20ZJSR0273	4125984
20ZJSDH0271	7866627
20ZJSR0276	4552589
20ZJSR0274	9709741
20ZJSR0277	7682375
20ZJSR0278	5275669
20ZJSR0275	11886977
20ZJSR0280	5782921
20ZJSR0279	7761768
20ZJSR0281	7788772
20ZJYW0242	4862616
20ZJYW0243	5268751
20ZJSR0283	7625076
20ZJYW0244	5217953
20ZJYW0245	5666575
20ZJYW0247	4588749
20ZJYW0246	7487049
20ZJYW0249	4295998
21ARQ1BM3474	256131
20ZJYW0248	7458590
20ZJYW0251	6035949
20ZJYW0250	8300688
21ARQ1BM3475	5714771
21ARQ1BMAW3469	1276148
21ARQ1BMAW3468	1521972
21ARQ1BMAW3471	1282573
21ARQ1BMAW3470	1768935
21ARQ1BMAW3472	1355971
21ARQ1BMKW3476	4132507
21ARQ1BMKW3478	3330685
21ARQ1BMKW3477	5249513
21ARQ1BMAW3473	3055033
21ARQ1BMKW3479	4279391
21ARQ1BMKW3480	3982355
21ARQ2BMKW3488	3659332
21ARQ2BMKW3490	2697743
21ARQ2BMKW3489	5381469
21ARQ2BMKW3491	5136633
21ARQ1BMKW3481	9569790
21ARQ2BMKW3493	3105781
21ARQ2BMKW3492	5798080
21ARQ2BMYW3484	3304068
21ARQ2BMYW3482	4493345
21ARQ2BMYW3483	4122201
21ARQ2BMYW3485	4470303
21ARQ2BMYW3486	3822475
21ARQ2BMYW3487	2886893
21BJCZJAW3558	1631787
21BJCZJAW3561	1394717
21BJCZJAW3560	3382107
21BJCZJAW3559	2759037
21BJCZJAW3562	1552853
21BJCZJKW3564	5030027
21BJCZJKW3565	3942255
21BJCZJKW3566	4289360
21BJCZJKW3567	2303872
21BJCZJKW3569	3560192
21BJCZJAW3563	5648897
21BJCZJKW3568	5040510
21HLECQBM3523	4422647
21HLECQBM3524	5082856
21HLECQBM3522	8454957
21HLECQBM3527	4324040
21HLECQBM3526	8745979
21HLECQBMAW3534	4356509
21HLECQBMAW3535	3277160
21HLECQBM3525	14951937
21HLECQBMAW3536	3911436
21HLECQBMAW3539	3909234
21HLECQBMAW3537	5929652
21HLECQBMKW3516	3457924
21HLECQBMAW3538	6819631
21HLECQBMKW3518	2902155
21HLECQBMKW3517	3885450
21HLECQBMKW3519	3108411
21HLECQBMKW3520	2932285
21HLECQBMYW3529	2309375
21HLECQBMYW3528	2207541
21HLECQBMKW3521	3496584
21HLECQBMYW3530	2999507
21HLECQBMYW3531	2930447
21HLECQBMYW3532	3465791
21HLECQBMYW3533	3560992
21JGDQWCGAW3542	1397593
21JGDQWCGAW3541	2101577
21JGDQWCGAW3540	4395754
21JGDQWCGAW3543	4493097
21JGDQWCGAW3544	2823142
21JGDQWCGAW3545	3400723
21JGDQWCGBMKW3553	4304595
21JGDQWCGBMKW3552	7973763
21JGDQWCGBMKW3554	5293161
21JGDQWCGCRYW3546	854635
21JGDQWCGBMKW3555	5945982
21JGDQWCGCRYW3547	1571550
21JGDQWCGBMKW3557	3003092
21JGDQWCGCRYW3548	1271113
21JGDQWCGCRYW3551	2093966
21JGDQWCGBMKW3556	8093102
21JGDQWCGCRYW3549	4668771
21MZLZQBM3501	2598216
21MZLZQBM3500	3366053
21MZLZQBM3502	2924178
21MZLZQBM3503	3147307
21MZLZQBM3504	2941952
21MZLZQBM3505	2325671
21MZLZQBM3507	2659226
21MZLZQBM3514	2683637
21MZLZQBMKW3494	1582398
21MZLZQBM3506	5029796
21MZLZQBMKW3496	2227770
21MZLZQBMKW3495	2807890
21MZLZQBMKW3497	2332909
21MZLZQBMKW3498	2584473
21MZLZQBM3515	7104628
21MZLZQBMKW3499	2527516
21MZLZQBMYW3508	3223248
21MZLZQBMYW3509	3183049
21MZLZQBMYW3510	3721909
21MZLZQBMYW3511	2731036
21MZLZQBMYW3512	2720545
21MZLZQBMYW3513	3479950
21JGDQWCGCRYW3550	35173379
21SCAW2724	5932008
21SCAW2725	6263208
21SCAW2726	6837720
21SCAW2727	7248122
21SCAW2729	5859020
21SCAW2728	7979006
21SCAW2730	6065527
21SCAW2733	7379266
21SCAW2731	9434512
21SCAW2734	7760341
21SCAW2732	9900386
21SCKW2688	5792115
21SCKW2689	7440714
21SCKW2690	7250572
21SCKW2691	4373947
21SCKW2692	3415028
21SCKW2695	6209294
21SCKW2694	6111965
21SCKW2693	7588803
21SCAW2735	7825362
21SCKW2699	3924732
21SCKW2696	5529115
21SCKW2698	7099961
21SCKW2697	6215968
21SCSDH2700	3418481
21SCSDH2701	3282808
21SCSDH2703	3464687
21SCSDH2705	4452940
21SCSDH2704	4811481
21SCSDH2702	7379892
21SCSDH2706	3521240
21SCSDH2708	4456588
21SCSDH2707	6623881
21SCSDH2709	6252714
21SCSDH2710	9700360
21SCSR2712	7017661
21SCSR2713	5794131
21SCSR2714	5469369
21SCSDH2711	11343480
21SCSR2716	5316336
21SCSR2715	6131119
21SCSR2717	5264737
21SCSR2719	7146899
21SCSR2720	7586578
21SCSR2718	10226064
21SCSR2721	9469056
21SCSR2722	7139288
21SCSR2723	5949871
